ds_name,instances,metric,mean_per_round,rounds,std_per_round
HashTable(150|chaining|djb2),1000,hash_bucket_len_after,4094.0,5,0.0
HashTable(150|chaining|djb2),2000,hash_bucket_len_after,14828.0,5,0.0
HashTable(150|chaining|djb2),3000,hash_bucket_len_after,32154.0,5,0.0
HashTable(150|chaining|djb2),4000,hash_bucket_len_after,56596.0,5,0.0
HashTable(150|chaining|djb2),5000,hash_bucket_len_after,87718.0,5,0.0
HashTable(150|chaining|djb2),6000,hash_bucket_len_after,125492.0,5,0.0
HashTable(150|chaining|djb2),7000,hash_bucket_len_after,170362.0,5,0.0
HashTable(150|chaining|djb2),8000,hash_bucket_len_after,221874.0,5,0.0
HashTable(150|chaining|djb2),9000,hash_bucket_len_after,280012.0,5,0.0
HashTable(150|chaining|djb2),10000,hash_bucket_len_after,345269.0,5,0.0
HashTable(150|chaining|fnv1a),1000,hash_bucket_len_after,4648.0,5,0.0
HashTable(150|chaining|fnv1a),2000,hash_bucket_len_after,15524.0,5,0.0
HashTable(150|chaining|fnv1a),3000,hash_bucket_len_after,32456.0,5,0.0
HashTable(150|chaining|fnv1a),4000,hash_bucket_len_after,56730.0,5,0.0
HashTable(150|chaining|fnv1a),5000,hash_bucket_len_after,87852.0,5,0.0
HashTable(150|chaining|fnv1a),6000,hash_bucket_len_after,126284.0,5,0.0
HashTable(150|chaining|fnv1a),7000,hash_bucket_len_after,169758.0,5,0.0
HashTable(150|chaining|fnv1a),8000,hash_bucket_len_after,219990.0,5,0.0
HashTable(150|chaining|fnv1a),9000,hash_bucket_len_after,278214.0,5,0.0
HashTable(150|chaining|fnv1a),10000,hash_bucket_len_after,344206.0,5,0.0
HashTable(150|chaining|poly31),1000,hash_bucket_len_after,6042.0,5,0.0
HashTable(150|chaining|poly31),2000,hash_bucket_len_after,23019.0,5,0.0
HashTable(150|chaining|poly31),3000,hash_bucket_len_after,50646.0,5,0.0
HashTable(150|chaining|poly31),4000,hash_bucket_len_after,88449.0,5,0.0
HashTable(150|chaining|poly31),5000,hash_bucket_len_after,135792.0,5,0.0
HashTable(150|chaining|poly31),6000,hash_bucket_len_after,191928.0,5,0.0
HashTable(150|chaining|poly31),7000,hash_bucket_len_after,256006.0,5,0.0
HashTable(150|chaining|poly31),8000,hash_bucket_len_after,327134.0,5,0.0
HashTable(150|chaining|poly31),9000,hash_bucket_len_after,404414.0,5,0.0
HashTable(150|chaining|poly31),10000,hash_bucket_len_after,486979.0,5,0.0
HashTable(50|chaining|djb2),1000,hash_bucket_len_after,10616.0,5,0.0
HashTable(50|chaining|djb2),2000,hash_bucket_len_after,41189.0,5,0.0
HashTable(50|chaining|djb2),3000,hash_bucket_len_after,91614.0,5,0.0
HashTable(50|chaining|djb2),4000,hash_bucket_len_after,162096.0,5,0.0
HashTable(50|chaining|djb2),5000,hash_bucket_len_after,252590.0,5,0.0
HashTable(50|chaining|djb2),6000,hash_bucket_len_after,363131.0,5,0.0
HashTable(50|chaining|djb2),7000,hash_bucket_len_after,493734.0,5,0.0
HashTable(50|chaining|djb2),8000,hash_bucket_len_after,644159.0,5,0.0
HashTable(50|chaining|djb2),9000,hash_bucket_len_after,814566.0,5,0.0
HashTable(50|chaining|djb2),10000,hash_bucket_len_after,1005185.0,5,0.0
HashTable(50|chaining|fnv1a),1000,hash_bucket_len_after,10916.0,5,0.0
HashTable(50|chaining|fnv1a),2000,hash_bucket_len_after,41556.0,5,0.0
HashTable(50|chaining|fnv1a),3000,hash_bucket_len_after,92366.0,5,0.0
HashTable(50|chaining|fnv1a),4000,hash_bucket_len_after,163018.0,5,0.0
HashTable(50|chaining|fnv1a),5000,hash_bucket_len_after,254074.0,5,0.0
HashTable(50|chaining|fnv1a),6000,hash_bucket_len_after,365404.0,5,0.0
HashTable(50|chaining|fnv1a),7000,hash_bucket_len_after,497248.0,5,0.0
HashTable(50|chaining|fnv1a),8000,hash_bucket_len_after,647278.0,5,0.0
HashTable(50|chaining|fnv1a),9000,hash_bucket_len_after,818178.0,5,0.0
HashTable(50|chaining|fnv1a),10000,hash_bucket_len_after,1009924.0,5,0.0
HashTable(50|chaining|poly31),1000,hash_bucket_len_after,10526.0,5,0.0
HashTable(50|chaining|poly31),2000,hash_bucket_len_after,41024.0,5,0.0
HashTable(50|chaining|poly31),3000,hash_bucket_len_after,91524.0,5,0.0
HashTable(50|chaining|poly31),4000,hash_bucket_len_after,162026.0,5,0.0
HashTable(50|chaining|poly31),5000,hash_bucket_len_after,252520.0,5,0.0
HashTable(50|chaining|poly31),6000,hash_bucket_len_after,363021.0,5,0.0
HashTable(50|chaining|poly31),7000,hash_bucket_len_after,493524.0,5,0.0
HashTable(50|chaining|poly31),8000,hash_bucket_len_after,644024.0,5,0.0
HashTable(50|chaining|poly31),9000,hash_bucket_len_after,814526.0,5,0.0
HashTable(50|chaining|poly31),10000,hash_bucket_len_after,1005040.0,5,0.0
